date, pm25, pm10, o3, no2, so2
2018/3/19, 25, 9, 33, 11, 
2018/3/20, 25, 9, 36, 12, 1
2018/3/21, 36, 11, 34, 12, 
2018/3/22, 34, , , 8, 
2018/3/26, 28, 7, 26, 11, 1
2018/3/27, 23, 10, 20, 8, 1
2018/3/28, 27, 8, 35, 12, 
2018/3/29, 15, 11, 38, 7, 1
2018/3/30, 18, 16, 36, 9, 
2018/3/31, 25, 17, 37, 7, 
2017/10/1, 22, 13, 27, 12, 
2017/10/2, 38, 16, 21, 15, 1
2017/10/3, 41, 14, 19, 14, 
2017/10/4, 41, 17, 26, 9, 
2017/10/5, 53, 21, 9, 18, 1
2017/10/6, 51, , , , 
2017/10/8, 78, 46, 25, 41, 1
2017/10/9, 99, 45, 30, 46, 2
2017/10/10, 96, 52, 37, 38, 1
2017/10/11, 124, 41, 27, 20, 1
2017/10/12, 85, 29, 14, 28, 1
2017/10/13, 64, 40, 20, 30, 2
2017/10/14, 76, 50, 35, 18, 
2017/10/15, 100, 51, 31, 15, 1
2017/10/16, 87, 23, 28, 14, 
2017/10/17, 64, 8, 23, 14, 
2017/10/18, 13, 11, 18, 18, 
2017/10/19, 28, 9, 13, 16, 
2017/10/20, 32, 10, 28, 7, 1
2017/10/21, 19, 14, 29, 7, 
2017/10/22, 32, 18, 25, 28, 1
2017/10/23, 43, 17, 26, 30, 1
2017/10/24, 45, 28, 28, 21, 1
2017/10/25, 63, 21, 27, 24, 6
2017/10/26, 48, 34, 23, 30, 
2017/10/27, 83, 51, 22, 25, 1
2017/10/28, 110, 17, 29, 17, 
2017/10/29, 49, 18, 23, 24, 1
2017/10/30, 53, 15, 23, 26, 2
2017/10/31, 44, 29, 27, 16, 
2017/11/1, 75, 13, 21, 17, 1
2017/11/2, 39, 10, 25, 15, 
2017/11/3, 26, 8, 27, 9, 
2017/11/4, 17, 8, 31, 4, 1
2017/11/5, 19, 6, 22, 17, 2
2017/11/6, 15, 14, 25, 17, 1
2017/11/7, 35, 10, 25, 9, 
2017/11/8, 23, 8, 25, 14, 1
2017/11/9, 26, 18, 15, 20, 1
2017/11/10, 54, 16, 18, , 2
2017/11/11, 53, 10, 28, 5, 1
2017/11/12, 26, 5, 26, 12, 
2017/11/13, 15, 9, 24, 26, 2
2017/11/14, 23, 27, 16, 30, 1
2017/11/15, 64, 34, 19, 32, 
2017/11/16, 77, 32, 17, 38, 1
2017/11/17, 75, 42, 15, 37, 2
2017/11/18, 93, 40, 18, 34, 1
2017/11/19, 88, 30, 15, 39, 2
2017/11/20, 74, 37, 18, 23, 2
2017/11/21, 78, 24, 25, 15, 1
2017/11/22, 60, 27, 26, 9, 1
2017/11/23, 57, 14, 26, 21, 
2017/11/24, 33, 32, 3, 19, 1
2017/11/25, 71, 51, 14, 12, 
2017/11/26, 68, 12, 14, 17, 1
2017/11/27, 22, 13, 6, 15, 2
2017/11/28, 41, 14, 22, 11, 
2017/11/29, 46, 13, 22, 17, 1
2017/11/30, 36, 11, 26, 11, 1
2017/12/1, 38, 8, 24, 17, 1
2017/12/2, 31, 26, 22, 21, 
2017/12/3, 67, 18, 17, 19, 1
2017/12/4, 46, 14, 17, 23, 10
2017/12/5, 45, 28, 11, 33, 1
2017/12/6, 74, 47, 8, 39, 1
2017/12/7, 101, 55, 2, 30, 
2017/12/8, 132, 10, 18, 17, 
2017/12/9, 26, 11, 29, 8, 
2017/12/10, 29, 11, 29, 12, 
2017/12/11, 18, 19, 22, 21, 
2017/12/12, 45, 21, 17, 24, 
2017/12/13, 52, 14, 17, 20, 
2017/12/14, 34, 5, 23, 11, 
2017/12/15, 7, 12, 23, 10, 1
2017/12/16, 21, 14, 20, 19, 
2017/12/17, 39, 16, 14, 22, 1
2017/12/18, 50, 25, 9, 29, 1
2017/12/19, 64, 21, 12, 26, 
2017/12/20, 60, 31, 11, 31, 4
2017/12/21, 73, 41, 13, 25, 1
2017/12/22, 95, 16, 15, 17, 
2017/12/23, 54, 15, 14, 13, 1
2017/12/24, 51, 17, 23, 13, 
2017/12/25, 49, 16, 25, 19, 
2017/12/26, 33, 16, 29, 11, 1
2017/12/27, 30, 8, 26, 9, 1
2017/12/28, 13, 11, 21, 19, 1
2017/12/29, 29, 15, 14, 22, 1
2017/12/30, 37, 13, 28, 10, 
2017/12/31, 36, 41, 18, 27, 1
2017/7/1, 25, 11, 36, 7, 
2017/7/2, 26, 14, 54, 14, 1
2017/7/3, 45, 25, 35, 15, 29
2017/7/4, 68, 10, 17, 5, 
2017/7/5, 25, 3, 21, 6, 
2017/7/6, 11, 9, 34, 5, 1
2017/7/7, 26, 10, 33, 4, 
2017/7/8, 28, 9, 27, 2, 
2017/7/9, 23, 6, 20, 3, 
2017/7/10, 13, 12, 25, 5, 
2017/7/11, 28, 6, 24, 7, 
2017/7/12, 23, 13, 28, 10, 
2017/7/13, 43, 16, 27, 7, 
2017/7/14, 47, 19, 34, 7, 
2017/7/15, 50, 18, 42, 8, 1
2017/7/16, 57, 21, 30, 11, 1
2017/7/17, 59, 14, 26, 5, 
2017/7/18, 38, 6, 20, 5, 
2017/7/19, 20, 8, 24, 4, 
2017/7/20, 16, 11, 20, 4, 
2017/7/21, 21, 12, 21, 3, 
2017/7/22, 30, 12, 22, 2, 
2017/7/23, 29, 6, 21, 3, 
2017/7/24, 25, 13, 32, 6, 1
2017/7/27, 44, 5, 17, 6, 1
2017/7/28, 14, 6, 14, 4, 1
2017/7/29, 17, 3, 23, 2, 
2017/7/30, 8, 12, 22, 5, 
2017/7/31, 25, 11, 25, 5, 
2017/8/1, 15, 7, 27, 5, 
2017/8/2, 19, 8, 19, 5, 
2017/8/3, 18, 8, 14, 4, 
2017/8/4, 30, 6, 24, 3, 
2017/8/5, 16, 19, 29, 3, 1
2017/8/6, 36, 20, 28, 4, 
2017/8/7, 46, 12, 28, 4, 1
2017/8/8, 27, 11, 31, 4, 
2017/8/9, 22, 21, 37, 10, 
2017/8/10, 56, 22, 41, 15, 1
2017/8/11, 63, 29, 57, 15, 1
2017/8/12, 66, 17, 46, 8, 1
2017/8/13, 53, 12, 22, 6, 
2017/8/14, 39, 5, 23, 3, 1
2017/8/15, 17, 10, 22, 5, 2
2017/8/16, 11, 7, 15, 5, 
2017/8/17, 19, 5, 21, 4, 
2017/8/18, 15, 7, 33, 5, 
2017/8/19, 26, 19, 46, 13, 
2017/8/20, 53, 39, 35, 16, 1
2017/8/21, 77, 22, 29, 17, 
2017/8/22, 53, 19, 22, 9, 1
2017/8/23, 56, 5, 25, 6, 1
2017/8/24, 14, 9, 29, 10, 
2017/8/25, 25, 8, 22, 10, 1
2017/8/26, 18, 7, 25, 6, 
2017/8/27, 16, 10, 19, 13, 1
2017/8/28, 24, 15, 30, 11, 
2017/8/29, 50, 10, 31, 8, 
2017/8/30, 38, 10, 29, 6, 8
2017/8/31, 25, 16, 34, 7, 1
2017/9/1, 45, 18, 45, , 2
2017/9/2, 55, 11, 33, 5, 
2017/9/3, 34, 5, 22, 6, 
2017/9/4, 16, 4, 22, 5, 
2017/9/5, 18, , , , 
2017/9/10, 22, 7, 20, 5, 
2017/9/11, 20, 11, 20, 5, 1
2017/9/12, 26, 5, 17, 5, 
2017/9/13, 21, 8, 29, 5, 
2017/9/14, 15, 16, 26, 5, 12
2017/9/15, 37, 10, 29, 4, 
2017/9/16, 23, 5, 29, 4, 
2017/9/17, 14, 13, 26, 13, 
2017/9/18, 28, 13, 25, 9, 
2017/9/19, 34, 11, 30, 14, 
2017/9/20, 30, 10, 25, 7, 1
2017/9/21, 26, 11, 28, 9, 1
2017/9/22, 24, 14, 30, 11, 
2017/9/23, 35, 11, 27, 14, 
2017/9/24, 34, 9, 26, 9, 1
2017/9/25, 23, 10, 28, 12, 1
2017/9/26, 20, 15, 23, 16, 
2017/9/27, 39, 15, 17, 15, 
2017/9/28, 35, 14, 18, 16, 1
2017/9/29, 40, 9, 31, 5, 
2017/9/30, 26, 9, 30, 6, 
2017/4/1, 31, 9, 34, 6, 
2017/4/2, 16, 13, 34, 12, 
2017/4/3, 39, 15, 36, 11, 1
2017/4/4, 50, 18, 32, 16, 
2017/4/5, 51, 9, 33, 14, 1
2017/4/6, 25, 19, 37, 19, 1
2017/4/7, 53, 26, 45, 21, 1
2017/4/8, 58, 24, 36, 17, 
2017/4/9, 54, 17, 36, 14, 1
2017/4/10, 47, 32, 41, 20, 1
2017/4/11, 67, 30, 42, 26, 1
2017/4/12, 71, 24, 31, 13, 1
2017/4/13, 70, 9, 28, 6, 
2017/4/14, 33, 10, 27, 5, 1
2017/4/15, 25, 10, 34, 5, 
2017/4/16, 21, 10, 30, 15, 2
2017/4/17, 37, 37, 26, 16, 
2017/4/18, 74, 32, 40, 10, 
2017/4/19, 60, 38, 34, 8, 1
2017/4/20, 71, 27, 42, 8, 
2017/4/21, 51, 27, 40, 9, 1
2017/4/22, 56, 22, 42, 8, 1
2017/4/23, 47, 31, 40, 11, 1
2017/4/24, 73, 23, 37, 4, 
2017/4/25, 55, 20, 32, 10, 1
2017/4/26, 31, , 34, 8, 1
2017/4/27, 39, 12, 30, 9, 1
2017/4/28, 40, 6, 39, 8, 1
2017/4/29, 17, 12, 34, 3, 
2017/4/30, 24, 14, 35, 10, 1
2017/5/1, 26, 12, 37, 12, 29
2017/5/2, 33, 23, 40, 22, 
2017/5/3, 56, 35, 35, 19, 2
2017/5/4, 70, 8, 33, 7, 1
2017/5/5, 13, 9, 32, 8, 
2017/5/6, 28, 11, 34, 13, 
2017/5/7, 31, 16, 37, 17, 1
2017/5/8, 38, 13, 27, 14, 
2017/5/9, 42, 13, 30, 6, 1
2017/5/10, 21, 11, 32, 5, 
2017/5/11, 22, 10, 29, 7, 
2017/5/12, 24, 13, 29, 10, 
2017/5/13, 30, 8, 24, 6, 
2017/5/14, 23, 10, 26, 10, 
2017/5/15, 25, 16, 26, 12, 
2017/5/16, 38, 13, 27, 7, 1
2017/5/17, 105, 10, 31, 4, 
2017/5/18, 141, , , , 
2017/5/21, 64, 31, 31, 8, 
2017/5/22, 64, 21, 39, 9, 
2017/5/23, 53, 32, 40, 13, 1
2017/5/24, 71, 29, 44, 14, 1
2017/5/25, 65, 28, 27, 7, 
2017/5/26, 61, 18, 26, 9, 
2017/5/27, 39, 10, 20, 4, 
2017/5/28, 24, 10, 21, 8, 1
2017/5/29, 20, 7, 24, 5, 1
2017/5/30, 23, 13, 28, 7, 1
2017/5/31, 31, 15, 28, 7, 
2017/6/1, 43, 11, 26, 5, 
2017/6/2, 35, 10, 29, 3, 1
2017/6/3, 18, 11, 28, 2, 
2017/6/4, 22, 9, 27, 4, 
2017/6/5, 19, 8, 28, 5, 
2017/6/6, 13, 15, 37, 10, 1
2017/6/7, 40, 17, 27, 11, 
2017/6/8, 41, 7, 26, 5, 
2017/6/9, 14, 10, 24, 5, 
2017/6/10, 21, 7, 19, 2, 1
2017/6/11, 22, 21, 28, 9, 
2017/6/12, 51, 19, 37, 8, 
2017/6/13, 56, 33, 30, 10, 
2017/6/14, 68, 20, 32, 4, 
2017/6/15, 52, 24, 30, 14, 
2017/6/16, 57, 29, 46, 13, 1
2017/6/17, 63, 31, 50, 18, 1
2017/6/18, 74, 32, 42, 14, 1
2017/6/19, 77, 35, 36, 12, 
2017/6/20, 79, 32, 25, 7, 
2017/6/21, 74, 21, 22, 6, 
2017/6/22, 52, 16, 21, 7, 
2017/6/23, 43, 7, 22, 5, 1
2017/6/24, 20, 10, 24, 4, 
2017/6/25, 24, 9, 20, 8, 
2017/6/26, 21, 6, 16, 6, 
2017/6/27, 17, 7, 25, 5, 
2017/6/28, 16, 13, 24, 5, 1
2017/6/29, 21, 14, 24, 6, 
2017/6/30, 26, 12, 30, 4, 2
2017/1/2, 30, 26, 23, 17, 
2017/1/3, 55, 27, 7, 15, 1
2017/1/4, 48, 15, 7, 16, 
2017/1/5, 37, 12, 10, 15, 21
2017/1/6, 30, 12, 13, 21, 1
2017/1/7, 40, 27, 17, 19, 
2017/1/8, 72, 26, 12, 25, 1
2017/1/9, 71, 14, 26, 11, 
2017/1/10, 34, 11, 25, 18, 1
2017/1/11, 33, 20, 7, 21, 
2017/1/12, 57, 13, 27, 11, 
2017/1/13, 24, 9, 26, 13, 
2017/1/14, 19, 17, 20, 15, 
2017/1/15, 50, 16, 16, 23, 1
2017/1/16, 49, 25, 16, 25, 1
2017/1/17, 63, 9, 26, 17, 1
2017/1/18, 23, 17, 19, 21, 1
2017/1/19, 49, 28, 12, 30, 1
2017/1/20, 71, 31, 2, 25, 
2017/1/21, 73, 21, 30, 22, 1
2017/1/22, 58, 20, 28, 19, 1
2017/1/23, 55, 21, 17, 34, 1
2017/1/24, 56, 34, 6, 34, 
2017/1/25, 82, 11, 28, 20, 1
2017/1/26, 24, 10, 30, 18, 
2017/1/27, 19, 19, 26, 27, 
2017/1/28, 48, 15, 27, 10, 
2017/1/29, 36, 10, 26, 15, 
2017/1/30, 13, 13, 22, 16, 1
2017/1/31, 23, 14, 28, 18, 1
2017/2/1, 24, 18, 28, 12, 1
2017/2/2, 23, 35, 33, 6, 
2017/2/3, 55, 25, 28, 5, 
2017/2/4, 30, 24, 33, 11, 
2017/2/5, 30, 41, 26, 20, 
2017/2/6, 61, 15, 29, 11, 1
2017/2/7, 23, 19, 40, 25, 8
2017/2/8, 27, 26, 25, 19, 2
2017/2/9, 62, 9, 26, 19, 
2017/2/10, 16, 2, 24, 5, 1
2017/2/11, 10, 3, 29, 11, 
2017/2/12, 7, 14, 27, 14, 1
2017/2/13, 34, 16, 30, 17, 1
2017/2/14, 29, 12, 18, 17, 1
2017/2/15, 30, 14, 22, 21, 1
2017/2/16, 31, 17, 22, 20, 1
2017/2/17, 44, 19, 28, 19, 1
2017/2/18, 46, 6, 29, 10, 
2017/2/19, 9, 14, 26, 16, 
2017/2/20, 39, 11, 25, 23, 
2017/2/21, 39, 22, 21, 22, 
2017/2/22, 56, 36, 25, 12, 1
2017/2/23, 70, 14, 25, 9, 
2017/2/24, 20, 21, 25, 10, 
2017/2/25, 44, 10, , 9, 
2017/2/26, 15, 7, , 13, 
2017/2/27, 9, 11, 29, 12, 
2017/2/28, 13, 17, 17, 24, 2
2017/3/1, 28, 12, 26, 23, 
2017/3/2, 25, 6, 30, 14, 1
2017/3/3, 21, 7, 29, 9, 
2017/3/4, 15, 7, 27, 8, 
2017/3/9, 50, 25, 24, 24, 1
2017/3/10, 58, 23, 36, 8, 1
2017/3/11, 54, 14, 35, 3, 1
2017/3/12, 29, 16, 34, 6, 
2017/3/13, 22, 9, 27, 10, 1
2017/3/14, 29, 17, 23, 13, 
2017/3/30, 58, 16, 33, 12, 
2017/3/31, 24, 13, 34, 9, 
2016/10/1, 26, 7, 29, 8, 
2016/10/2, 15, 8, 33, 16, 2
2016/10/3, 16, 10, 22, 16, 1
2016/10/4, 28, 11, 35, 14, 1
2016/10/5, 29, 16, 31, 15, 
2016/10/6, 47, 19, 25, 17, 
2016/10/7, 48, 11, 27, 6, 
2016/10/8, 37, 13, 31, 5, 1
2016/10/9, 29, 22, 29, 16, 
2016/10/10, 53, 16, 28, 19, 
2016/10/11, 36, 7, 22, 16, 1
2016/10/12, 14, 11, 25, 19, 
2016/10/13, 33, 20, 32, 21, 
2016/10/14, 44, 20, 28, 16, 
2016/10/15, 52, 14, 23, 15, 
2016/10/16, 40, 20, 20, 22, 1
2016/10/17, 56, 13, 18, 20, 
2016/10/18, 43, 23, 19, 24, 1
2016/10/19, 59, 22, 22, 21, 1
2016/10/20, 65, 24, 17, 21, 
2016/10/21, 67, 10, 20, 10, 
2016/10/22, 37, 9, 28, 6, 1
2016/10/23, 11, 7, 24, 10, 
2016/10/24, 15, 9, 21, 9, 
2016/10/25, 25, 19, 15, 19, 
2016/10/26, 42, 52, 15, 18, 50
2016/10/27, 93, 52, 19, 21, 
2016/10/28, 88, 41, 22, 14, 
2016/10/29, 78, 24, 31, 19, 
2016/10/30, 59, 23, 24, 28, 
2016/10/31, 65, 25, 29, 15, 
2016/11/1, 60, 19, 18, 15, 
2016/11/2, 47, 14, 18, 16, 
2016/11/3, 38, 27, 19, 15, 
2016/11/4, 62, 7, 21, 13, 1
2016/11/5, 20, 18, 25, 16, 1
2016/11/6, 32, 8, 26, 16, 
2016/11/7, 18, 16, 21, 25, 1
2016/11/8, 51, 11, 25, 19, 
2016/11/9, 34, 16, 21, 23, 1
2016/11/10, 34, 25, 4, 33, 
2016/11/11, 54, 21, 18, 20, 
2016/11/12, 52, 8, 17, 12, 
2016/11/13, 18, 6, 21, 13, 
2016/11/14, 18, 8, 24, 12, 
2016/11/15, 20, 11, 20, 23, 1
2016/11/16, 31, 28, 14, 25, 1
2016/11/17, 71, 16, 13, 25, 
2016/11/18, 40, 19, 28, 18, 1
2016/11/19, 37, 6, 24, 6, 
2016/11/20, 15, 12, 28, 21, 
2016/11/21, 23, 14, 13, 22, 
2016/11/22, 34, 9, 22, 16, 
2016/11/23, 27, 10, 24, 19, 1
2016/11/24, 20, 7, 26, 16, 
2016/11/25, 13, 9, 21, 13, 
2016/11/26, 24, 5, 21, 10, 1
2016/11/27, 13, 11, 15, 23, 
2016/11/28, 36, 23, 13, 12, 1
2016/11/29, 61, 9, 29, 14, 1
2016/11/30, 27, 11, 19, 10, 1
2016/12/1, 20, 5, 15, 10, 
2016/12/2, 15, 6, 20, 12, 1
2016/12/3, 12, 10, 27, 5, 
2016/12/4, 19, 8, 18, 20, 1
2016/12/5, 16, 17, 12, 24, 2
2016/12/6, 41, 25, 8, 19, 1
2016/12/7, 62, 12, 8, 9, 1
2016/12/8, 44, 12, , 14, 
2016/12/9, 34, 15, , 15, 1
2016/12/10, 36, 17, 14, 18, 1
2016/12/11, 47, 21, 9, 25, 1
2016/12/12, 59, 31, 5, 20, 
2016/12/13, 65, 12, 28, 16, 1
2016/12/14, 20, 24, 22, 27, 
2016/12/15, 43, 7, 28, 9, 
2016/12/16, 14, 11, 19, 12, 
2016/12/17, 33, 5, 21, 14, 
2016/12/18, 13, 11, 17, 23, 1
2016/12/19, 38, 23, 15, 21, 1
2016/12/20, 59, 28, 12, 25, 
2016/12/21, 71, 31, 11, 27, 
2016/12/22, 70, 17, 8, 22, 
2016/12/23, 40, 19, 12, 17, 
2016/12/24, 54, 10, 15, 14, 1
2016/12/25, 26, 12, 12, 21, 2
2016/12/26, 46, 23, 10, 22, 1
2016/12/27, 61, 25, 10, 20, 
2016/12/28, 61, 13, 14, 18, 1
2016/12/29, 43, 17, 13, 25, 1
2016/12/30, 48, 26, , 20, 1
2016/12/31, 69, 17, 11, 18, 
2017/1/1, 41, 14, 24, 8, 
2016/7/1, 10, 9, 26, 4, 1
2016/7/2, 25, 17, 42, 7, 2
2016/7/3, 43, 25, 22, 13, 
2016/7/4, 60, 21, 33, 15, 
2016/7/5, 59, 18, 25, 14, 
2016/7/6, 48, 29, 43, 15, 1
2016/7/7, 62, 14, 29, 8, 
2016/7/8, 35, 7, 37, 7, 
2016/7/9, 22, 8, 17, 2, 1
2016/7/10, 17, 10, 21, 4, 
2016/7/11, 20, 12, 28, 4, 
2016/7/12, 26, 13, 36, 7, 
2016/7/13, 32, 17, 45, 13, 
2016/7/14, 46, 19, 55, 16, 
2016/7/15, 52, 28, 75, 19, 1
2016/7/16, 69, 10, 51, 9, 1
2016/7/17, 32, 18, 38, 12, 
2016/7/18, 52, 26, 38, 11, 1
2016/7/19, 58, 15, 31, 6, 1
2016/7/20, 32, 8, 32, 4, 5
2016/7/21, 21, 7, 23, 4, 1
2016/7/22, 17, 14, 38, 6, 
2016/7/23, 37, 13, 49, 11, 
2016/7/24, 35, 20, 54, 15, 1
2016/7/25, 56, 18, 25, 8, 
2016/7/26, 48, 20, 33, 7, 
2016/7/27, 49, 24, 40, 11, 
2016/7/28, 52, 36, 36, 22, 1
2016/7/29, 74, 23, 35, 4, 
2016/7/30, 57, 9, 25, 3, 
2016/7/31, 26, 12, 28, 6, 
2016/8/1, 23, 19, 31, 9, 
2016/8/2, 43, 14, 19, 4, 
2016/8/3, 34, 6, 14, 3, 
2016/8/4, 17, 7, 30, 6, 
2016/8/5, 12, 15, 48, 11, 1
2016/8/6, 45, 18, 60, 11, 1
2016/8/7, 53, 32, 45, 18, 1
2016/8/8, 80, 46, 43, 18, 1
2016/8/9, 101, 33, 50, 9, 
2016/8/10, 70, 52, 47, 11, 
2016/8/11, 125, 59, 55, 17, 1
2016/8/12, 135, 50, 70, 15, 1
2016/8/13, 115, 25, 39, 4, 
2016/8/14, 66, 23, 40, 5, 
2016/8/15, 63, 16, 34, 7, 
2016/8/16, 51, 13, 22, 4, 
2016/8/17, 29, 8, 25, 6, 
2016/8/18, 15, 16, 10, 9, 
2016/8/19, 43, 10, 27, 3, 
2016/8/20, 16, 13, 42, 5, 
2016/8/21, 36, 22, 42, 21, 1
2016/8/22, 56, 26, 37, 16, 
2016/8/23, 64, 13, 27, 8, 
2016/8/24, 40, 20, 28, 7, 
2016/8/25, 53, 9, 35, 8, 
2016/8/26, 32, 19, 39, 8, 
2016/8/27, 56, 8, 22, 3, 
2016/8/28, 24, 14, 28, 7, 1
2016/8/29, 32, 16, 28, 6, 
2016/8/30, 36, 20, 30, 6, 
2016/8/31, 49, 22, 38, 13, 
2016/9/1, 57, 22, 37, 15, 
2016/9/2, 62, 29, 50, 24, 
2016/9/3, 65, 32, 42, 25, 
2016/9/4, 68, 28, 47, 22, 2
2016/9/5, 56, 51, 50, 27, 1
2016/9/6, 98, 42, 29, 14, 
2016/9/7, 90, 10, 26, 5, 
2016/9/8, 15, 7, 23, 5, 
2016/9/9, 17, 8, 22, 4, 
2016/9/10, 17, 4, 19, 5, 
2016/9/11, 13, 8, 16, 13, 
2016/9/12, 23, 7, 22, 7, 
2016/9/13, 18, 8, 22, 9, 
2016/9/14, 14, 8, 21, 11, 
2016/9/15, 19, , , , 
2016/9/18, 26, 15, 31, 14, 
2016/9/19, 45, 19, 27, 9, 
2016/9/20, 54, 14, 26, 7, 
2016/9/21, 30, 8, 24, 9, 
2016/9/22, 20, 7, 22, 11, 
2016/9/23, 20, 9, 18, 11, 
2016/9/24, 23, 7, 24, 4, 
2016/9/25, 17, 15, 25, 7, 
2016/9/26, 42, 7, 28, 10, 
2016/9/27, 25, 15, 28, 18, 
2016/9/28, 36, 23, 34, 14, 
2016/9/29, 57, 26, 35, 19, 1
2016/9/30, 59, 11, 27, 5, 
2016/4/1, 17, 13, 34, 15, 
2016/4/2, 26, 10, 35, 8, 1
2016/4/3, 15, 5, 31, 10, 
2016/4/4, 9, 10, 34, 7, 1
2016/4/5, 20, 13, 55, 8, 
2016/4/6, 36, 12, 33, 8, 
2016/4/7, 38, 15, 35, 7, 
2016/4/8, 39, 10, 33, 11, 1
2016/4/9, 23, 5, 34, 5, 
2016/4/10, 15, 12, 32, 12, 
2016/4/11, 31, 9, 35, 8, 
2016/4/12, 14, 11, 35, 10, 
2016/4/13, 13, 14, 34, 6, 
2016/4/14, 12, 12, 28, 6, 
2016/4/15, 7, 9, 35, 5, 1
2016/4/17, 9, 5, 27, 11, 1
2016/4/18, 7, 12, 36, 8, 2
2016/4/19, 27, 20, 35, 8, 
2016/4/20, 34, 14, 33, 8, 
2016/4/21, 22, 8, 32, 9, 
2016/4/22, 24, 8, 32, 8, 
2016/4/23, 21, 6, 35, 5, 
2016/4/24, 17, 7, 34, 6, 
2016/4/25, 20, 12, 36, 10, 
2016/4/26, 34, 13, 35, 7, 
2016/4/27, 35, 10, 35, 8, 
2016/4/28, 32, 16, 34, 14, 
2016/4/29, 48, 17, 35, 5, 1
2016/4/30, 41, 13, 34, 6, 1
2016/5/1, 33, 9, 38, 12, 
2016/5/2, 26, 15, 41, 17, 
2016/5/3, 37, 22, 43, 13, 1
2016/5/4, 50, 20, 29, 16, 
2016/5/5, 44, 14, 35, 13, 1
2016/5/6, 37, 8, 33, 6, 
2016/5/7, 13, 16, 37, 3, 
2016/5/8, 46, 11, 37, 7, 
2016/5/9, 24, 8, 39, 7, 
2016/5/10, 11, 6, 36, 11, 
2016/5/11, 9, 6, 35, 11, 1
2016/5/12, 14, 9, 31, 10, 
2016/5/13, 19, 10, 42, 7, 
2016/5/14, 17, 9, 44, 4, 1
2016/5/15, 22, 15, 43, 10, 
2016/5/16, 50, 20, 44, 7, 
2016/5/17, 54, 15, 40, 6, 1
2016/5/18, 40, 10, 31, 6, 
2016/5/19, 28, 8, 34, 9, 
2016/5/20, 26, 12, 25, 10, 
2016/5/21, 41, 7, 31, 4, 
2016/5/22, 15, 9, 31, 14, 2
2016/5/23, 25, 11, 32, 10, 
2016/5/24, 31, 14, 33, 8, 
2016/5/25, 26, 14, 41, 9, 1
2016/5/26, 31, 13, 34, 5, 
2016/5/27, 34, 10, 32, 6, 
2016/5/28, 18, 14, 32, 8, 
2016/5/29, 22, 11, 36, 10, 
2016/5/30, 23, 8, 34, 7, 
2016/5/31, 17, 13, 39, 13, 
2016/6/1, 38, 14, 37, 18, 1
2016/6/2, 43, 13, 39, 7, 1
2016/6/3, 37, 8, 27, 7, 
2016/6/4, 25, 9, 24, 8, 
2016/6/5, 26, 9, 27, 10, 
2016/6/6, 24, 10, 32, 10, 
2016/6/7, 25, 10, 34, 17, 1
2016/6/8, 31, 10, 23, 7, 
2016/6/9, 30, 8, 31, 3, 
2016/6/10, 9, 7, 27, 3, 1
2016/6/11, 16, 4, 27, 2, 1
2016/6/12, 6, 6, 16, 3, 
2016/6/13, 8, 9, 22, 5, 1
2016/6/14, 12, 11, 23, 6, 
2016/6/15, 14, 11, 22, 6, 
2016/6/16, 19, 10, 23, 10, 
2016/6/17, 19, , , , 
2016/6/19, 20, 13, 30, 9, 1
2016/6/20, 27, 9, 32, 11, 1
2016/6/21, 23, 16, 34, 10, 1
2016/6/22, 36, 12, 17, 7, 
2016/6/23, 31, 5, 23, 5, 
2016/6/28, 47, 16, 25, 5, 2
2016/6/29, 30, 15, 24, 5, 
2016/6/30, 25, 5, 25, 5, 1
2016/1/4, 18, 9, 28, 15, 1
2016/1/5, 15, 15, 25, 20, 
2016/1/6, 40, 7, 28, 8, 
2016/1/7, 10, 7, 27, 9, 
2016/1/8, 6, 13, 28, 15, 
2016/1/9, 27, 18, 32, 2, 
2016/1/10, 31, 13, 30, 20, 1
2016/1/11, 24, 33, 11, 38, 1
2016/1/12, 62, 22, 12, 25, 
2016/1/13, 54, 20, 21, 18, 
2016/1/14, 49, 11, 27, 16, 
2016/1/15, 24, 7, 24, 11, 
2016/1/16, 25, 5, 17, 15, 1
2016/1/17, 15, 32, 21, 25, 1
2016/1/18, 76, 20, 26, 19, 
2016/1/19, 47, 13, 24, 22, 
2016/1/20, 29, 11, 17, 19, 1
2016/1/21, 26, 8, 4, 14, 
2016/1/22, 22, 7, 10, 13, 1
2016/1/23, 15, 13, 26, 5, 
2016/1/24, 33, 21, 34, 20, 
2016/1/25, 42, 20, 23, 28, 
2016/1/26, 39, 25, 18, 24, 
2016/1/27, 60, 13, 23, 13, 
2016/1/28, 33, 12, 26, 11, 
2016/1/29, 23, 13, 28, 14, 
2016/1/30, 32, 9, 28, 9, 
2016/1/31, 12, 11, 25, 15, 
2016/2/1, 27, 15, 27, 13, 
2016/2/2, 36, 9, 27, 13, 1
2016/2/3, 19, 7, 23, 13, 
2016/2/4, 20, 8, 23, 22, 1
2016/2/5, 20, 30, 30, 15, 
2016/2/6, 75, 20, 31, 11, 1
2016/2/7, 35, 20, 28, 13, 
2016/2/8, 44, 8, 28, 8, 
2016/2/9, 17, 9, 26, 12, 
2016/2/10, 18, 2, 24, 11, 
2016/2/11, 6, 5, 22, 8, 
2016/2/12, 14, 7, 23, 6, 
2016/2/13, 23, 18, 35, 3, 
